"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on May 20, 2021","Jodi","yes","yes","Pain free!","These little pills changed my life.. I was suffering with terrible knee pain due to arthritis for months and months. I tried these pills but I was skeptical. After exactly one week I have absolutely no knee pain at all. I took two a day for the first week and I'm going to take One a Day from now on. I'm back to doing everything that I could do when I was 20 years younger! This stuff is worth every penny..Jodi",5,"-","-","https://www.amazon.com/gp/customer-reviews/RG9WZ6ITEBAJW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 21, 2022","RosannyRosanny","yes","yes","Acabo fe recibir my pastillas pero llegaron en condiciones no buenas","No puedo opinar si es efectiva ,porque acabo d comprar pero luego,lo hare,pero n me sinto complacida de ver como llego el paquete d pastillas roto,lo siento.",3,"https://m.media-amazon.com/images/I/71MSHR2PV9L.jpg , https://m.media-amazon.com/images/I/81mioD5mQaL.jpg","-","https://www.amazon.com/gp/customer-reviews/ROZLWNX4LNQEA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 1, 2023","Lisa Anderson","yes","yes","No difference since taking the medication","This has not had any impact or improvement since I started taking it.  I’ll finish the pack but don’t anticipate that I will buy again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1EUDLP61M8AAG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 8, 2023","DWS","yes","yes","Didn’t help my knees","I took Flexuron for 7 days and felt no relief from osteoarthritis of my knees. Not sure if this was from Flexuron, but I actually felt a bit lightheaded too. Thought it best to stop taking it, and the lightheadedness also went away.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2A6MAVRFI7JDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 2, 2023","Sylvia ","yes","yes","Did Nothing for My Mother","I purchased this product for my mother's knee pain. Unfortunately, it did nothing for her. Not even any type of relief. I went to return this purchase with Amazon since they were selling it for this company, and I found out I cannot return it because the time to return it has expired! Since when? Save your money because this is an expensive product to not work. So disappointed that I am not able to get my mother's money back!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3G649WR34A0I9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 20, 2023","Cruz Montalvo Gutierrez","yes","yes","Medication","Unfortunately they didn't not help me with my knee pain.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2RHE0P1AFK6NM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 16, 2023","Mark A. Sommer","yes","yes","Did not work for me","After using for a month, I did not notice any change. Trying a much cheaper alternative.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3ML7E47ZO8XYP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 26, 2022","karen","yes","yes","Doesn't work for me","I have Rhuemoid arthritis in all my joints.  It was suppose to start working after 7 days. Never did begin to work",1,"-","-","https://www.amazon.com/gp/customer-reviews/R35SVA89HXBUJ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 31, 2022","Charles Stilfield","yes","yes","Another Snake Oil","Nothing. No Changes, no effect.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R59VGEYGEQA5X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 8, 2022","Elena","yes","yes","Doesn’t work!","I bought 4 times just to make sure that this product doesn’t work!",1,"-","-","https://www.amazon.com/gp/customer-reviews/RS9KE0IG35TM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 5, 2022","Dr. B.","yes","yes","No Relief....","I tried the entire pack and noticed no relief. I exercise and walk, but this offered no aid. I will not buy another order.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1B8RR1HMITB3M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 28, 2022","Dmitri Smirnov","yes","yes","Does not  work! its been a more when 2 weeks and still the same issues..!","Does not  work! its been a more when 2 weeks and still the same issues..!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R26NI3TI3SM2BL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 3, 2021","Terri Richardson","yes","yes","Did not work","Did not work",1,"-","-","https://www.amazon.com/gp/customer-reviews/R39R9CVG94KWAK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 10, 2023","James R. McCoy","yes","yes","Did not work for me.","I took these for six weeks and never noticed one bit of relief. Needless to say, I was disappointed. It is certainly possible my joint pain is a sign of other problems. I think everyone has to find out for themselves. I have tried three or four different things, but nothing has helped me.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3VSAKSL8LM7LV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on July 6, 2021","pwhitechurch","yes","yes","Did not work for me","Did not wok for me.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2OQHBHSJEGDYK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 13, 2022","Jill Risner","yes","yes","Price to high","I took these  for about 3-4 months I didn’t feel anything different last ones I ordered had a broken one in it they refund it for the price I won’t be buying anymore at this time",3,"-","-","https://www.amazon.com/gp/customer-reviews/RCBBDPFW9OIY4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 7, 2020","Julie L. Daman","yes","yes","Didn’t work for me","After giving this a try for two months I really had no change in the pain and stiffness of my joints. I was truly hopeful but was not impressed.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1DA1S76WRUS86/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 24, 2020","Robert Sweeney","yes","yes","Didn't work for me.","Used for the entire month, I didn't have any success with this product.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RVGBFP5NWQZ17/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 1, 2019","gmlewin5","yes","yes","Is causing very soft stools","I really haven’t noticed any pain relief and I’m on my second pack",3,"-","-","https://www.amazon.com/gp/customer-reviews/R29RTTR5G2V867/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 21, 2019","Pat JenningsAmazon Customer","yes","yes","Gave it a Try","I have cartilage damage in my knee cap, through it would help, but it didn't. It may help others that don't have loss of cartilage, but gave it a try.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RZFIYSP04D58Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 4, 2023","Jimmie h sears","yes","yes","Mr","Some days seems 2 help. Others not",4,"-","-","https://www.amazon.com/gp/customer-reviews/R322XB49CQBL6G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 14, 2023","Turbo Turtle","yes","yes","Works as advertised, but expensive","For me, this supplement is a lot more effective than glucosamine and chondroitin.  The price is very high though.  Also, it comes only in aluminum foil package so there's a lot of non-recyclable materials.  The supplier should make it available in bottles.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1MJTZCWB7PTJA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on May 25, 2023","larry mcclain","yes","yes","need more time to see how well it performs. Been a month and seems like some benefit.","I have no problem with the item whatsoever. The three ingredients are naturals to combine so I am expecting  good things. I will report later.  Larry McClain",4,"-","-","https://www.amazon.com/gp/customer-reviews/R6U1WGKH38M0H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 3, 2022","russell ruggieri","yes","yes","I will review in a few weeks!","Too early to tell if it is producing results for me!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1NSTMFOCQNNX2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on July 6, 2022","Guillermo D.","yes","yes","Creo que ha comenzado a trabajar.","Dolor en la espalda.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2799B1J5OF6VR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 30, 2021","Colm O'Donovan","yes","yes","Definitely worth a try for your pain","Does relieve pain definitely worth a try .",4,"-","-","https://www.amazon.com/gp/customer-reviews/R55UDKRS688BK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 25, 2020","Neil Akin","yes","yes","Provided pain releif","It has eased my hip pain.  Well worth it.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1UZZSA87XYFIR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 18, 2020","kathleen codella","yes","yes","Not sure","Not sure about this it did help my joints but for some reason my back started hurting and my calf’s good needs a coincident causeI did trip and hurt my back stopped taking it and I feel better will start it again and see what happens",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3FWFCI2AFYUZK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 12, 2019","Ciss","yes","yes","Flexuron","Been using about 2 months.  Seems to be good but it does not relieve my pain.  I do seem more flexible.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RYX6VDZ4MQC5P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 23, 2023","Iris ","yes","yes","Joint relief","I used product for a few days and didn't think it would work. After about a week, my knee joint started to feel better.Will order again.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1FBFDAMSYSA8R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 19, 2023","Mike W.","yes","yes","It works","So far so good.  I could tell after day one the joint pain in my knee wasn't as bad.  Seven days later I can walk up and down stairs normally with little or no pain.  Again, so far it's working well for me.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R13UTL5O887UBP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 27, 2023","JANICE COX","yes","yes","Less pain in my knees","I was kind of Leary when ordering but after taking for two weeks, I can say my knees feel better.Not all the pain is gone but they do not hurt as bad as before. I will be ordering more.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R37U0OYVTYCOP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 18, 2023","Sherry L. Helton","yes","yes","bIG RELEIF","GLAD TO FIND SOMETHING THAT HELPS.  THIS IS SO MUCH EASIER AND MORE EFFECTIVE THAN THOSE LARGE PILLS.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2U0O561CP88MW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 13, 2023","Andrea Mariz","yes","yes","It really works","I just bought it because it said that you can notice the results in seven days. Actually my mom is 90 years old and she has been in pain for a couple of years.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RMSMF5QUQABPR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 23, 2023","John Hopen","yes","yes","Smiths out the joints!!","I take it first thing every morning and it really keeps my joints lubricated and feeling good! I’ve put them through allot over the years. This stuff works really well for me.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1LSO8RO7AIWN6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 22, 2023","Kindle Customer","yes","yes","Pain Relief","This product has helped me to re-gain a quality of life, freeing me from the debilitating pain of walking and standing I experienced before buying this product.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3RYWMGD9F3UVF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 8, 2023","Mandi","yes","yes","Love this product","This product helps my mobility tremendously. I need knee replacements in both knees. This doesn’t fix my problem. But I sure helps me move better!!!  I would recommend it for anybody!!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R26JYJD02KW510/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 30, 2023","Judy Inman","yes","yes","It works!","I have been taking Fkexeron for a couple of years.  My knee used to be painful when I walked, but it no longer is. I enjoy walking again and try to get out and walk every day that weather permits.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1BJ2TURFBOX69/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 18, 2023","tink","yes","yes","flexion","they are the only things that has worked for me so far and believe me i have tried a lot of different ones for my knee",5,"-","-","https://www.amazon.com/gp/customer-reviews/RLTQ48UEQHMT9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 20, 2023","m&m","yes","yes","Good stuff","So far it works pretty good for my right knee",5,"-","-","https://www.amazon.com/gp/customer-reviews/R5QESDMO54WR3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 3, 2023","Cathy Williams","yes","yes","Seems to Work","I was surprised that I have noticeable relief from this product. I have repurchased. Good job Purity!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2URSAW7LCV445/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 8, 2023","Allen Schneider","yes","yes","This stuff works wonders","I’ve tried just about everything you could for my intense hip pain ( arthritis) this easy to swallow pillTakes the pain away.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZK093UHQUWVP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 28, 2022","Isabeli Becerra","yes","yes","Maravillosas","Me han ayudado mucho en mi recuperación después de una fractura de tibia",5,"-","-","https://www.amazon.com/gp/customer-reviews/R22IT32ZJ0RU34/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 3, 2019","McDaniel Andrea","yes","yes","Not for long term joint pain","Plagued with Mr RA for awhile,, was going to buy glucosamine and chondroitin but accidentally happened on this product, sounded so promising.. been taking it for 8 days now, sorry to say I’ve felt no improvements.. the pain is the same. That being said won’t be buying again but will finish because it’s too expensive to waste..",1,"-","-","https://www.amazon.com/gp/customer-reviews/R327A94X8UM024/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 22, 2020","Janet Ellis","yes","yes","Waste of time and money!","Took two capsules each day for two weeks and unfortunately did not get any relief:(.Guessing everyone’s body is different as I didn’t get good results just felt it was a waste of money.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2IM6EHALQNBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 19, 2020","Sue F. Neilsen","yes","yes","Did not help","They will not help me at all.  Did nothing for the pain.  I can't even give it a one star.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1T47WZ4LRS6GT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 8, 2020","Desirae Myers","yes","yes","Not worth it","I liked how small it was but didn't like the way it made my stomach feel. Didn't really provide much pain relief either.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2E1S63DNQDR4Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 24, 2022","c campbellc campbell","yes","yes","Flexuron: item was damage. Capsules have red liquid around some of them","Bought it for joint pain. Did not take any because. The packages are damage. I would like to get a refund",1,"https://m.media-amazon.com/images/I/81TD5drS-UL.jpg","-","https://www.amazon.com/gp/customer-reviews/REPPV02RUXB1D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 20, 2022","Amazon CustomerAmazon Customer","yes","yes","I no longer need this product, and you guys keep on sending it.","Didn't work as  advertised , just want to stop sending me the order over and over. These is not the first time I asked. Thank",1,"https://m.media-amazon.com/images/I/71415HbS0dL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3UPUFV1NJLZOT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 25, 2021","JeanneJeanne","yes","yes","Received damaged","I finally got ok from my Dr to take these, only to open the package and find them damaged. The return window has unfortunately closed 5 days ago so I'm unable to return them",1,"https://images-na.ssl-images-amazon.com/images/I/B1bsX2yZMMS.jpg","-","https://www.amazon.com/gp/customer-reviews/R2N4IHZJGHEEX3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 1, 2023","NYKim","yes","yes","I was hopeful","Not only has this not helped at all, but in the past three weeks I've taken it, I've noticed more weakness in my legs, pain and absolutely no relief.I ordered another package the first week of taking this because I was very hopeful it would work. That's on me I should have waited.I also felt a bit light headed and dizzy which I normally don't, so not sure if anyone else has had this issue, but I did and just another reason to stop taking it.For reference I took this for a month.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1XM5G4L35SRHP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 16, 2023","Edwin W. Mccall","yes","yes","Does not work","Knee Waste of money",1,"-","-","https://www.amazon.com/gp/customer-reviews/R23DU6NV235EG4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on August 11, 2023","Leslie","yes","yes","Didn’t work","Pretty expensive and I really hoped it would make a difference for my knees. Nope",1,"-","-","https://www.amazon.com/gp/customer-reviews/RI7Z5OCTAX1IF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 11, 2023","Flexuron did not work","yes","yes","Flexuron","Did not help at all",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1BZG32B3XXZ6J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 7, 2023","Amazon Customer","yes","yes","Did not work for me","Does not work",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3KI3T82QWGOF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 28, 2023","Amazon Customer","yes","yes","No improvement","I wanted to try this medication for knee pain. My knee pain did not improve at all during the month that I took it.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1VEVZ7ZF7OOJ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 16, 2023","Zenaida rueda","yes","yes","El producto no funcionó","Para lo q dice q sirve y no funciono para nada, dos paquetes y no HISO ni medio, dinero votado, no lo recomiendo",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3505TE6L43ZCQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 6, 2023","Amazon Customer","yes","yes","flexuron no sirve","desafortunadamente el producto no es lo que yo esperaba lo tome' por espacio de tres semanas y el dolor no desaparecio al contrario sentia que la rodilla se me iba a salir definitivamente no es lo que esperaba",1,"-","-","https://www.amazon.com/gp/customer-reviews/RCOWRE32S6BEA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 9, 2023","Lewis F. Brubaker","yes","yes","Just not for me","Your product just didn’t help me. I guess my knees are just too far gone.Thank you!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2M34QFMB3O52D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 17, 2022","Jackie Davis","yes","yes","I’m not so sure","I ordered these because I had meniscus surgery 6 months ago in hope these might give me some relief or help. But I’m not so sure this is the only reason I ranked a 1",1,"-","-","https://www.amazon.com/gp/customer-reviews/RZJKJOZXI1NPY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 16, 2022","discouraged","yes","yes","Disappointed","Did nothing for pain",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1GA4SJARUIAFN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 12, 2022","Michael d. Lee","yes","yes","Two aspirin tablets do just as good","This product didn't help me at all",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1K7IJQ35WR3BH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 2, 2022","Victor cruz","yes","yes","No me funciono ami","No me funciono ami",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3A3IVWN3FBRMU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 9, 2022","ann","yes","yes","not worth it","Hoping to get some relief but was useless, in fact, I had an allergic reaction to this stuff!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2W6V1FUY2M9VG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 17, 2022","ANA I HINRICHS","yes","yes","Not working","I need this product not to be sent any more to me…..please…..  thanks",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1YAA1KHHPV6L9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 24, 2021","Tomas Chaloupka","yes","yes","No effect at all","Following the positive reviews I have purchased this item for me knee and elbow aches. Zero effect, no pain relief, unfortunately.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1QQR33RIX5UMS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 13, 2021","Nelda","yes","yes","Didn’t work on me.","Took these everyday till gone and never felt relief, didn’t work for me at all, disappointing!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2DRE7U6QCCR3D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 20, 2021","Boggs","yes","yes","Didn’t work for me","Use it for knee pain but unfortunately it didn’t work.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R16HVXMCFNAKKG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 19, 2021","Chantel","yes","yes","Did NOTHING","Didn't work for my knee pain",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3CH0P9ZZXEXDE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 15, 2021","Mohamed Lamine toure","yes","yes","It didn’t work for me","It didn’t work for me",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1RSK0FZ5T6JZU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 25, 2021","Kindle Customer","yes","yes","Gimmick alert!","Another gimmick...one day I will learnNOT to fall for these ads. Don't waste your money.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3RT4UPNMH5T03/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
